,SITE_NAME,PLANNING_CATEGORY,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,CULTURAL_LANDSCAPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,centroid
2602,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WIL173,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05698902   50.95903044]
2603,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAL951,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25746043   51.09030967]
2604,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAL952,,CALGARY PARKS,CALGARY PARKS SHARED,LMA  EXPIRES 2034/12/31; SEE AGREEMENTS IN REPOSITORY FOR DETAILS,ACTIVE,[-114.25746045   51.09104982]
2605,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR102,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.16917599   51.10090656]
2606,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR106,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15519517   51.09861872]
2607,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAR115,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.16018166   51.09055814]
2608,SPRING GARDENS DEPOT,PARKS DEPOT,1,TITLED,NO BREAKDOWN,,,GRI000,,CALGARY PARKS,CALGARY PARKS SHARED,PARKS DEPOT ON SITE,ACTIVE,[-114.04758309   51.08806696]
2609,VISTA HEIGHTS ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VIS251,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.01724462   51.07215694]
2610,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VIS255,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01003295   51.0699568 ]
2611,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WBN130,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13573135   50.93676904]
2612,,NON-PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAL071,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25842787   51.09327942]
2613,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WBN132,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12506724   50.93600748]
2614,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,VAL075,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.24240155   51.09162933]
2615,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WBN316,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12304637   50.9384461 ]
2616,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WBN325,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.121767    50.9451995]
2617,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WBN332,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.12283461   50.93309369]
2618,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WBN351,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13653322   50.93420422]
2619,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WBN322,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12769885   50.94835286]
2620,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN341,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07425437   50.94029783]
2621,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MON245,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,PROVINCIALLY DESIGNATED HERITAGE SITE AS OF; SEE REPOSITORY RE NAMING R:\CouncilDecisionsLandRelated\NAMING_OF_PARKS\MON\MON245 & \BOW\BOW214,ACTIVE,[-114.17059805   51.07853892]
2622,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,KIL617,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13558308   51.02522949]
2623,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAY238,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08244553   50.97017374]
2624,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRL525,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96787186   51.05546659]
2625,HAYSBORO ELEM; HAYSBORO COMMUNITY ASSOC,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAY242,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.08806467   50.97472567]
2626,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRL528,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95718765   51.05592464]
2627,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAY245,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09350039   50.97162311]
2628,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PKL537,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02979148   50.92059941]
2629,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRL558,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95821155   51.05584512]
2630,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,RUN289,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96179401   51.07004511]
2631,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT323,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96787999   51.12105641]
2632,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHL561,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11676918   51.06309326]
2633,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WSP038,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.22228271   51.06605906]
2634,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SIL264,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20641342   51.1048239 ]
2635,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIG719,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17888114   51.02844208]
2636,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SPH013,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.20057331   51.03052967]
2637,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM878,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0841439    51.08448521]
2638,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM874,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08606656   51.08255866]
2639,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAS980,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96088665   51.10040723]
2640,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CED105,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12083272   50.95958162]
2641,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM808,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09158168   51.08339726]
2642,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CED092,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1296861    50.95892863]
2643,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCK635,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97956642   50.92294423]
2644,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HUN620,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06294174   51.11449332]
2645,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HUN626,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05690236   51.11316594]
2646,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ING025,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02196815   51.03388079]
2647,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL498,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01436505   51.05502213]
2648,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,REN782,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03115763   51.05385328]
2649,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROY389,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.23260396   51.14741722]
2650,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,NGM529,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11266405   50.99617733]
2651,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RIC854,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10875277   51.03091629]
2652,,NON-PARK,1,TITLED,NO BREAKDOWN,,2018/011/15: USED TITLE REGISTRATION FOR ACTIVE DATE; SEE LINDA FOR REASON NOT TRANSFERRED TO TRANSIT; [BUS LOOP ON THIS PARCEL,NGM001,,CALGARY PARKS,CALGARY TRANSIT,MAINTAINED BY TRANSPORTATION INFRASTRUCTURE,ACTIVE,[-114.11732163   51.0052176 ]
2653,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PAN090,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.09466434   51.16864045]
2654,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EVE112,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10562247   50.91851543]
2655,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,FAI202,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06304047   50.98192478]
2656,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EDG973,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.1288005   51.1342391]
2657,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROC670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.23892671   51.13851173]
2658,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS665,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25348134   51.13992812]
2659,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,STR820,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17346308   51.0511243 ]
2660,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,LIV026,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,ACTIVE,[-114.05091804   51.18459209]
2661,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PAN248,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10473712   51.1622195 ]
2662,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MCK639,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.98608985   50.91891926]
2663,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCK641,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97960443   50.92694159]
2664,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MCK664,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.98587648   50.93033677]
2665,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL501,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0034996    51.05512629]
2666,FFCA NORTHEAST ELEM,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MAL510,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.01169463   51.06538797]
2667,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,LKB086,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06762651   50.94115931]
2668,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MLI970,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01299649   51.04887938]
2669,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCA889,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09946836   51.03884982]
2670,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE436,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.21932551   51.12474254]
2671,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE437,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.21769322   51.12621413]
2672,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,COR375,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9313372    51.10740699]
2673,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,COU013,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07466579   51.14606586]
2674,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,GRV825,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05641362   51.09186165]
2675,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,GRV827,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05587157   51.09583739]
2676,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,COA781,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17495067   51.05552433]
2677,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DBC097,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04374804   51.11248449]
2678,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,FLN751,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9678463    51.03290972]
2679,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DDG591,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.00647012   50.94498307]
2680,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,STR836,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17380547   51.04673292]
2681,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIL257,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18956557   51.11269113]
2682,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SPH988,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18956863   51.02569569]
2683,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,PAN080,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0942259    51.16549942]
2684,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,UNI190,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1267902    51.06877149]
2685,WINDSOR PARK CMTY CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WND371,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.07759701   51.00648995]
2686,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,LKB497,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05540036   50.9385947 ]
2687,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,KIN019,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.07223854   50.98014264]
2688,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RIV851,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02783644   50.97905515]
2689,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,QLD521,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02231954   50.94341887]
2690,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RCK759,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15200249   51.0471291 ]
2691,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SAD381,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94269637   51.1373273 ]
2692,ROSEDALE COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RDL851,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.08152175   51.06155279]
2693,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIG681,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18439275   51.02646524]
2694,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DDG595,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.01210217   50.94788296]
2695,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MOP886,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07440482   51.07915883]
2696,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MOR287,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.92614807   51.08652733]
2697,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HOU479,,CALGARY PARKS SHARED,CALGARY PARKS,PARKS/WATER JOINT STEWARDSHIP,ACTIVE,[-114.0955937    51.06084823]
2698,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,LKV502,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13280139   50.9917419 ]
2699,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,LKV503,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12933668   50.99196771]
2700,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MEA370,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07646086   50.99978739]
2701,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,OGD017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.00038375   50.98191298]
2702,WEST PARKDALE COMMUNITY,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PKD501,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1360519    51.06039282]
2703,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BNF330,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12452887   51.08337039]
2704,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRA081,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10465415   50.95702148]
2705,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,VAR116,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15547571   51.09221879]
2706,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,FHT617,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97900149   51.0460167 ]
2707,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRA098,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09950594   50.95267025]
2708,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRA079,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10453022   50.95199295]
2709,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRA096,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09851691   50.95706161]
2710,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BRA097,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.11112345   50.9535277 ]
2711,BANKVIEW COMMUNITY CENTRE,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BNK855,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.10097359   51.03277781]
2712,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MID350,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05130732   50.91933638]
2713,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RIV891,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01702618   50.96665626]
2714,CALGARY UNITED SOCCER ASSOC,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHL439,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.10680795   51.04968923]
2715,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WHL500,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12662892   51.05721596]
2716,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WBN419,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13504099   50.93956414]
2717,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WSP021,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.2053807    51.05354442]
2718,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,WSP024,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20635      51.05548804]
2719,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CAR002,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.08359047   51.18030506]
2720,CARTIER PARK,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,UMR289,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08560234   51.02688133]
2721,HEFFERNAN PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,NHV814,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08794028   51.09348457]
2722,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROY394,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.22381182   51.1439307 ]
2723,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BED682,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07283572   51.1329296 ]
2724,INUKSHUK PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCT775,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.97252013   50.92641987]
