PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2022-10436,Completed,2022-06-15,2022,2022-08-12,2023-09-01,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 3 Unit Rowhouse (TH2-48/49/50),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,3,"$558,615",37,37,234 CARRINGTON GA NW,CAR,CARRINGTON,51.17991335,-114.0743404,3,Titled Parcel;Titled Parcel;Titled Parcel,238 CARRINGTON GA NW;242 CARRINGTON GA NW;234 CARRINGTON GA NW,"MULTIPOINT (-114.0743404360512 51.17991335400651,-114.07442760845538 51.17991329858598,-114.07425326364674 51.17991340936209)","{""type"":""MultiPoint"",""coordinates"":[[-114.0743404,51.1799134],[-114.0744276,51.1799133],[-114.0742533,51.1799134]]}",POINT (-114.0743404360512 51.17991335400651),234 CARRINGTON GA NW,a,
BP2022-10426,Completed,2022-06-15,2022,2022-08-12,2023-10-16,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 3 Unit Rowhouse (TH2-51/52/53),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,3,"$558,615",37,37,222 CARRINGTON GA NW,CAR,CARRINGTON,51.17991353,-114.0740702,3,Titled Parcel;Titled Parcel;Titled Parcel,226 CARRINGTON GA NW;230 CARRINGTON GA NW;222 CARRINGTON GA NW,"MULTIPOINT (-114.0740702087476 51.179913525392884,-114.07415738115265 51.17991347017369,-114.07398303634228 51.17991358054713)","{""type"":""MultiPoint"",""coordinates"":[[-114.0740702,51.1799135],[-114.0741574,51.1799135],[-114.073983,51.1799136]]}",POINT (-114.0740702087476 51.179913525392884),222 CARRINGTON GA NW,a,
BP2022-09518,Completed,2022-06-02,2022,2022-07-11,2023-07-05,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4 Unit Rowhouse (TH2-36/37/38/39),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,4,"$779,016",37,37,217 CARRINGTON BV NW,CAR,CARRINGTON,51.18029027,-114.0753534,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,217 CARRINGTON BV NW;229 CARRINGTON BV NW;221 CARRINGTON BV NW;225 CARRINGTON BV NW,"MULTIPOINT (-114.07535340992384 51.18029026606005,-114.07536405184689 51.18013294251401,-114.07535679747065 51.1802363267273,-114.07536009222136 51.18018688221638)","{""type"":""MultiPoint"",""coordinates"":[[-114.0753534,51.1802903],[-114.0753641,51.1801329],[-114.0753568,51.1802363],[-114.0753601,51.1801869]]}",POINT (-114.07535340992384 51.18029026606005),217 CARRINGTON BV NW,a,
BP2022-09514,Completed,2022-06-02,2022,2022-07-11,2023-05-15,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4 Unit Rowhouse (TH2-32/33/34/35),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,4,"$779,016",37,37,201 CARRINGTON BV NW,CAR,CARRINGTON,51.18045658,-114.0753451,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,205 CARRINGTON BV NW;201 CARRINGTON BV NW;209 CARRINGTON BV NW;213 CARRINGTON BV NW,"MULTIPOINT (-114.07534507097407 51.18045657764269,-114.07534288480481 51.18051051619941,-114.07534727876781 51.18040713383397,-114.07535003702385 51.18035319490776)","{""type"":""MultiPoint"",""coordinates"":[[-114.0753451,51.1804566],[-114.0753429,51.1805105],[-114.0753473,51.1804071],[-114.07535,51.1803532]]}",POINT (-114.07534507097407 51.18045657764269),201 CARRINGTON BV NW,a,
BP2022-09513,Completed,2022-06-02,2022,2022-07-11,2023-04-10,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4 Unit Rowhouse (TH2-28/29/30/31),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,4,"$779,016",37,37,185 CARRINGTON BV NW,CAR,CARRINGTON,51.18056895,-114.0753408,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,197 CARRINGTON BV NW;185 CARRINGTON BV NW;193 CARRINGTON BV NW;189 CARRINGTON BV NW,"MULTIPOINT (-114.07534083467937 51.18056894943033,-114.07533720814557 51.180730763207656,-114.07533929211252 51.180622887571516,-114.07533817129138 51.18067233067834)","{""type"":""MultiPoint"",""coordinates"":[[-114.0753408,51.1805689],[-114.0753372,51.1807308],[-114.0753393,51.1806229],[-114.0753382,51.1806723]]}",POINT (-114.07534083467937 51.18056894943033),185 CARRINGTON BV NW,a,
BP2022-09166,Completed,2022-05-31,2022,2022-08-08,2023-02-17,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 4 Unit Rowhouse (TH2-20/21/22/23),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,4,"$779,016",37,37,153 CARRINGTON BV NW,CAR,CARRINGTON,51.18116676,-114.0753367,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,153 CARRINGTON BV NW;157 CARRINGTON BV NW;165 CARRINGTON BV NW;161 CARRINGTON BV NW,"MULTIPOINT (-114.07533673167389 51.18116675543335,-114.07533664375887 51.18111281834713,-114.07533646095322 51.181009438939675,-114.07533656317034 51.18106337601765)","{""type"":""MultiPoint"",""coordinates"":[[-114.0753367,51.1811668],[-114.0753366,51.1811128],[-114.0753365,51.1810094],[-114.0753366,51.1810634]]}",POINT (-114.07533673167389 51.18116675543335),153 CARRINGTON BV NW,a,
BP2022-08920,Completed,2022-05-26,2022,2022-08-05,2023-02-08,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,New 3 Unit Rowhouse (TH2-17/18/19),ROHIT COMMUNITIES CALGARY,,ROHIT COMMUNITIES CALGARY,3,"$954,156",37,37,149 CARRINGTON BV NW,CAR,CARRINGTON,51.18133756,-114.075337,6,Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building,141 CARRINGTON BV NW;145 CARRINGTON BV NW;149 CARRINGTON BV NW;141 CARRINGTON BV NW;149 CARRINGTON BV NW;145 CARRINGTON BV NW,"MULTIPOINT (-114.07533699577051 51.18133755621231,-114.07533690785465 51.18128361912767,-114.07533683424175 51.18122968203332,-114.07518793786569 51.181331970716265,-114.07518777767844 51.181233499577914,-114.07518861233486 51.18128059515579)","{""type"":""MultiPoint"",""coordinates"":[[-114.075337,51.1813376],[-114.0753369,51.1812836],[-114.0753368,51.1812297],[-114.0751879,51.181332],[-114.0751878,51.1812335],[-114.0751886,51.1812806]]}",POINT (-114.07533699577051 51.18133755621231),149 CARRINGTON BV NW,a,
BP2018-16594,Completed,2018-12-21,2018,2019-01-10,2019-08-01,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,,4,"$744,000",38,38,1213 CARRINGTON BV NW,CAR,CARRINGTON,51.17865383,-114.0886638,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1209 CARRINGTON BV NW;1213 CARRINGTON BV NW;1205 CARRINGTON BV NW;1201 CARRINGTON BV NW;1213 CARRINGTON BV NW,"MULTIPOINT (-114.08866377221992 51.178653832132426,-114.08875513267047 51.17865376286254,-114.08857493751391 51.17865839418301,-114.08847862860053 51.17865846705447,-114.08874669910593 51.17855929830635)","{""type"":""MultiPoint"",""coordinates"":[[-114.0886638,51.1786538],[-114.0887551,51.1786538],[-114.0885749,51.1786584],[-114.0884786,51.1786585],[-114.0887467,51.1785593]]}",POINT (-114.08866377221992 51.178653832132426),1213 CARRINGTON BV NW,a,
BP2018-16593,Completed,2018-12-21,2018,2019-01-11,2019-08-14,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,,5,"$930,000",38,38,1233 CARRINGTON BV NW,CAR,CARRINGTON,51.17866703,-114.0890354,6,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1225 CARRINGTON BV NW;1217 CARRINGTON BV NW;1221 CARRINGTON BV NW;1233 CARRINGTON BV NW;1229 CARRINGTON BV NW;1233 CARRINGTON BV NW,"MULTIPOINT (-114.0890354184077 51.17866703419596,-114.08885425904495 51.1786536876238,-114.08894910350234 51.17865811032063,-114.0892066926848 51.178693872317346,-114.08912078942137 51.17867595872658,-114.08923151331888 51.17859367408642)","{""type"":""MultiPoint"",""coordinates"":[[-114.0890354,51.178667],[-114.0888543,51.1786537],[-114.0889491,51.1786581],[-114.0892067,51.1786939],[-114.0891208,51.178676],[-114.0892315,51.1785937]]}",POINT (-114.0890354184077 51.17866703419596),1233 CARRINGTON BV NW,a,
BP2018-15305,Completed,2018-11-21,2018,2019-01-08,2019-05-31,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,,TRICOR DESIGN GROUP,,TRUMAN HOMES 1995,4,"$744,000",38,38,1249 CARRINGTON BV NW,CAR,CARRINGTON,51.17878351,-114.0895494,5,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building,1249 CARRINGTON BV NW;1237 CARRINGTON BV NW;1241 CARRINGTON BV NW;1245 CARRINGTON BV NW;1249 CARRINGTON BV NW,"MULTIPOINT (-114.08954938300549 51.17878350581185,-114.08929089408812 51.17871178714383,-114.08938103954044 51.178734192133014,-114.08946151698352 51.17875660444554,-114.08960699359346 51.178696182374246)","{""type"":""MultiPoint"",""coordinates"":[[-114.0895494,51.1787835],[-114.0892909,51.1787118],[-114.089381,51.1787342],[-114.0894615,51.1787566],[-114.089607,51.1786962]]}",POINT (-114.08954938300549 51.17878350581185),1249 CARRINGTON BV NW,a,
BP2019-08833,Completed,2019-07-09,2019,2019-07-17,2019-12-11,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$670,000",38,38,1254 CARRINGTON BV NW,CAR,CARRINGTON,51.1791206,-114.0895653,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1266 CARRINGTON BV NW;1262 CARRINGTON BV NW;1258 CARRINGTON BV NW;1254 CARRINGTON BV NW,"MULTIPOINT (-114.08956526774864 51.179120600948,-114.08946675668194 51.17906224438863,-114.0893975512095 51.17902633917696,-114.08928199003233 51.17898147977939)","{""type"":""MultiPoint"",""coordinates"":[[-114.0895653,51.1791206],[-114.0894668,51.1790622],[-114.0893976,51.1790263],[-114.089282,51.1789815]]}",POINT (-114.08956526774864 51.179120600948),1254 CARRINGTON BV NW,a,
BP2019-08831,Completed,2019-07-09,2019,2019-08-01,2020-05-28,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 plex row house,TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$670,000",38,38,1274 CARRINGTON BV NW,CAR,CARRINGTON,51.17921041,-114.089679,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,1274 CARRINGTON BV NW;1298 CARRINGTON BV NW;1282 CARRINGTON BV NW;1290 CARRINGTON BV NW,"MULTIPOINT (-114.08967898597618 51.17921040911505,-114.08982923918602 51.1794215477434,-114.0897463540081 51.17928676844197,-114.08978170467438 51.179336183720736)","{""type"":""MultiPoint"",""coordinates"":[[-114.089679,51.1792104],[-114.0898292,51.1794215],[-114.0897464,51.1792868],[-114.0897817,51.1793362]]}",POINT (-114.08967898597618 51.17921040911505),1274 CARRINGTON BV NW,a,
BP2022-05156,Completed,2022-04-01,2022,2022-04-29,2023-07-19,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5 Plex Rowhouse( Building 1),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,5,"$1,189,086",39,39,#302 14225 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,6,Titled Parcel;Building;Building;Building;Building;Building,14225 1 ST NW;#301 14225 1 ST NW;#303 14225 1 ST NW;#302 14225 1 ST NW;#305 14225 1 ST NW;#304 14225 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.07412375883526 51.18111895977526,-114.07429913929789 51.18111966658216,-114.07421406579495 51.18111890252849,-114.07447845432836 51.18112119765785,-114.07439468103017 51.18111960587164)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.0741238,51.181119],[-114.0742991,51.1811197],[-114.0742141,51.1811189],[-114.0744785,51.1811212],[-114.0743947,51.1811196]]}",POINT (-114.07367847894845 51.180754293317186),14225 1 ST NW,a,
BP2022-05158,Completed,2022-04-01,2022,2022-05-02,2023-05-26,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,5-Plex Rowhouse( Building 2),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,5,"$1,183,808",39,39,#401 14225 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,6,Titled Parcel;Building;Building;Building;Building;Building,14225 1 ST NW;#405 14225 1 ST NW;#401 14225 1 ST NW;#402 14225 1 ST NW;#403 14225 1 ST NW;#404 14225 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.07470846984282 51.1809088173419,-114.07470751433497 51.18113174915676,-114.07470742525089 51.18107663444302,-114.0747073388261 51.18102316480995,-114.07470724308784 51.18096393289742)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.0747085,51.1809088],[-114.0747075,51.1811317],[-114.0747074,51.1810766],[-114.0747073,51.1810232],[-114.0747072,51.1809639]]}",POINT (-114.07367847894845 51.180754293317186),14225 1 ST NW,a,
BP2022-05159,Completed,2022-04-01,2022,2022-05-02,2023-07-10,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6 Plex Rowhouse (Building 3),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,6,"$1,413,306",39,39,#501 14225 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,7,Titled Parcel;Building;Building;Building;Building;Building;Building,14225 1 ST NW;#505 14225 1 ST NW;#506 14225 1 ST NW;#504 14225 1 ST NW;#502 14225 1 ST NW;#501 14225 1 ST NW;#503 14225 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.07471189143449 51.180601148685405,-114.07471441836329 51.18054520525987,-114.07471197786325 51.18065461832236,-114.0747082384794 51.18076567729507,-114.07470833022248 51.18082243709299,-114.07470945092565 51.18071056174679)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.0747119,51.1806011],[-114.0747144,51.1805452],[-114.074712,51.1806546],[-114.0747082,51.1807657],[-114.0747083,51.1808224],[-114.0747095,51.1807106]]}",POINT (-114.07367847894845 51.180754293317186),14225 1 ST NW,a,
BP2022-05161,Completed,2022-04-01,2022,2022-05-02,2023-06-19,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 Plex Rowhouse (Building 4),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,4,"$948,567",39,39,#601 14225 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,5,Titled Parcel;Building;Building;Building;Building,14225 1 ST NW;#604 14225 1 ST NW;#603 14225 1 ST NW;#602 14225 1 ST NW;#601 14225 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.07472709417716 51.180291009358776,-114.07472456859978 51.18034777083295,-114.07471942035227 51.18040124381531,-114.07471820792564 51.1804563593666)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.0747271,51.180291],[-114.0747246,51.1803478],[-114.0747194,51.1804012],[-114.0747182,51.1804564]]}",POINT (-114.07367847894845 51.180754293317186),14225 1 ST NW,a,
BP2022-05162,Completed,2022-04-01,2022,2022-05-02,2023-07-19,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,6-Plex Rowhouse (Building 5),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,6,"$1,413,387",39,39,#701 14225 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,7,Titled Parcel;Building;Building;Building;Building;Building;Building,14225 1 ST NW;#703 14225 1 ST NW;#705 14225 1 ST NW;#704 14225 1 ST NW;#701 14225 1 ST NW;#706 14225 1 ST NW;#702 14225 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.07434232760231 51.180306887256016,-114.0741591021558 51.18030864861698,-114.07425595803309 51.180308587186396,-114.07451247930548 51.18030430689861,-114.07407533428857 51.180309519728645,-114.07442739564648 51.18030518808982)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.0743423,51.1803069],[-114.0741591,51.1803086],[-114.074256,51.1803086],[-114.0745125,51.1803043],[-114.0740753,51.1803095],[-114.0744274,51.1803052]]}",POINT (-114.07367847894845 51.180754293317186),14225 1 ST NW,a,
BP2022-05165,Completed,2022-04-01,2022,2022-05-02,2023-05-26,2023,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,7 Plex Rowhouse (Building 6),TRUMAN HOMES 1995,,TRUMAN HOMES 1995,7,"$1,658,799",39,39,14215 1 ST NW,CAR,CARRINGTON,51.18075429,-114.0736785,8,Titled Parcel;Building;Building;Building;Building;Building;Building;Building,14225 1 ST NW;14215 1 ST NW;14211 1 ST NW;14213 1 ST NW;14209 1 ST NW;14219 1 ST NW;14221 1 ST NW;14217 1 ST NW,"MULTIPOINT (-114.07367847894845 51.180754293317186,-114.0738059613696 51.180461055583606,-114.07380577878173 51.180346708942345,-114.07380456396078 51.1804010064392,-114.0738056973353 51.18029570242886,-114.07380351609652 51.180568823548256,-114.07380491993128 51.180623937437915,-114.07380474785222 51.180516171125305)","{""type"":""MultiPoint"",""coordinates"":[[-114.0736785,51.1807543],[-114.073806,51.1804611],[-114.0738058,51.1803467],[-114.0738046,51.180401],[-114.0738057,51.1802957],[-114.0738035,51.1805688],[-114.0738049,51.1806239],[-114.0738047,51.1805162]]}",POINT (-114.07367847894845 51.180754293317186),14215 1 ST NW,a,
